"WHM Name","WH Name","WH ID","Address","District","State","Capacity(in MT)","Registration Date","Registration Valid Upto","Contact No.","Status","Remarks"
"Ajay Singhal","SAWC PEG BAGHPAT","6721260","OPP GOPICHAND COLLEGE, HARCHANDPUR","Baghpat","UTTAR PRADESH","15000","26-May-2023","25-May-2028","6398019162","Active",""
"ANNAPURNA WAREHOUSING","ANNAPURNA WAREHOUSING","7731659","PAGAR, LALGANJ","Mirzapur","UTTAR PRADESH","50000","06-May-2020","05-May-2025","7571899993","Active",""
"Bahuudheshiya prathmik gramin sahkari samiti Manda","manda sadhan sehkari samiti","6978936","manda khas,","Allahabad","UTTAR PRADESH","100","23-Sep-2024","22-Sep-2029","8726754621","Active",""
"Central Warehousing Corporation","CENTRALL WAREHOUSE SHAHGANJ","4151652","NEAR RAILWAY CROSSING, SUGAR MILL SHAHGANJ","Jaunpur","UTTAR PRADESH","53400","31-Mar-2021","30-Mar-2026","7311171291","Active",""
"Central Warehousing Corporation","CENTRAL WAREHOUSE DUMARIAGANJ","2851661","NEAR BAIDOLA CHAURAHA, DUMARIAGANJ","Siddharthnagar","UTTAR PRADESH","10000","26-Feb-2021","25-Feb-2026","7311171269","Active",""
"Central Warehousing Corporation","CW GORAKHPUR","4450020","Near Nakha Jungle Rly. Station, Fertilizer Factory","Gorakhpur","UTTAR PRADESH","29700","25-Sep-2023","24-Mar-2028","7311171272","Active",""
"Central Warehousing Corporation","Sahibabad II","4371642","A-26, Site- IV, Industrial Area, Sahibabad,","Ghaziabad","UTTAR PRADESH","19513","07-Apr-2021","06-Apr-2026","9811824011","Active",""
"Central Warehousing Corporation","CENTRAL WAREHOUSE CHANDAUSI II","2891641","NAVIN MANDI, CHANDAUSI","Moradabad","UTTAR PRADESH","10640","26-Feb-2021","25-Feb-2026","7311171269","Active",""
"Central Warehousing Corporation","CW SAHARANPUR-I","6786065","JANTA ROAD, SAHARANPUR","Saharanpur","UTTAR PRADESH","26983","26-Sep-2023","25-Dec-2027","8360374940","Active",""
"Central Warehousing Corporation","CENTRAL WAREHOUSE ETAWAH","3451643","NEW KRISHI UTPADAN MANDI SAMITI, BHARTHANA ROAD","Etawah","UTTAR PRADESH","21940","12-Mar-2021","11-Mar-2026","7311171270","Active",""
"Central Warehousing Corporation","CW JHANSI","6787956","CENTRAL WAREHOUSE, SHIVPURI ROAD, NANDANPURA","Jhansi","UTTAR PRADESH","15241","30-Sep-2023","29-Mar-2028","9140629438","Active",""
"Central Warehousing Corporation","CENTRAL WAREHOUSE LUCKNOW II","3171641","NAI MANDI COMPLEX, SITAPUR ROAD","Lucknow","UTTAR PRADESH","7500","08-Mar-2021","07-Mar-2026","9198644040","Active",""
"Central Warehousing Corporation","CENTRAL WAREHOUSE NAINI","3371640","PLOT NO D1, UPSIDC, INDUSTRIAL AREA PO TSL MIRZAPUR ROAD NAINI","Allahabad","UTTAR PRADESH","25600","11-Mar-2021","10-Mar-2026","7311171285","Active",""
"Central Warehousing Corporation","CENTRAL WAREHOUSE SAHARANPUR BD","3471644","PILAKHANI, SAHARANPUR","Saharanpur","UTTAR PRADESH","53750","12-Mar-2021","11-Mar-2026","7311171290","Active",""
"Central Warehousing Corporation","CENTRAL WAREHOUSE SHAHJAHANPUR","3571657","KRISHI UTPADAN MANDI, ROZA SHAHJAHANPUR","Shahjahanpur","UTTAR PRADESH","45700","17-Mar-2021","16-Mar-2026","7311171288","Active",""
"Central Warehousing Corporation","CENTRAL WAREHOUSE BASTI","5011645","PLASTIC COMPLEX, PO PURANI BASTI DIST BASTI","Basti","UTTAR PRADESH","35640","03-May-2021","02-May-2026","7311171262","Active",""
"Central Warehousing Corporation","CENTRAL WAREHOUSE RAMPUR","3531649","PB NO 39 AGAPUR, RAMPUR","Rampur","UTTAR PRADESH","24400","16-Mar-2021","15-Mar-2026","7311171286","Active",""
"Central Warehousing Corporation","CENTRAL WAREHOUSE BISALPUR","2931653","NEAR RAILWAY STATION, BISALPUR","Pilibhit","UTTAR PRADESH","8970","26-Feb-2021","25-Feb-2026","7311171264","Active",""
"Central Warehousing Corporation","CENTRAL WAREHOUSE GHAZIABAD","3571646","PLOT NO C-1 TO 5, INDUSTRIAL AREA BULAND SHAHAR ROAD","Ghaziabad","UTTAR PRADESH","16920","17-Mar-2021","16-Mar-2026","7311171274","Active",""
"Central Warehousing Corporation","Central Warehouse, SURAJPUR","6626048","2/3, Site-B, UPSIDC indl area, Surajpur, Gr Noida","Gautam Buddha Nagar","UTTAR PRADESH","23072","31-Aug-2022","30-Aug-2027","9899435619","Active",""
"Central Warehousing Corporation","CENTRAL WAREHOUSE BIJNORE","4451662","RASULPUR PIRTHI, NAZIBABAD ROAD BIJNORE","Bijnor","UTTAR PRADESH","21470","08-Apr-2021","07-Apr-2026","7311171263","Active",""
"Central Warehousing Corporation","CW LUCKNOW-I","6873186","MOHAN ROAD, NEAR BAWALI CHOWKI","Lucknow","UTTAR PRADESH","26400","29-Feb-2024","28-Feb-2029","8707842520","Active",""
"Central Warehousing Corporation","CENTRAL WAREHOUSE HARDOI","2931676","132 KV POWER STATION, LUCKNOW ROAD HARDOI","Hardoi","UTTAR PRADESH","43200","26-Feb-2021","25-Feb-2026","7311171276","Active",""
"Central Warehousing Corporation","CENTRAL WAREHOUSE FAIZABAD","3071647","NAVIN MANDI RAEBARELI ROAD, FAIZABAD","Faizabad","UTTAR PRADESH","7750","05-Mar-2021","04-Mar-2026","7311171271","Active",""
"Central Warehousing Corporation","CW BALLIA","4470036","Tikhampur, Ballia","Ballia","UTTAR PRADESH","40250","30-Sep-2023","29-Mar-2028","7311171260","Active",""
"Central Warehousing Corporation","CENTRAL WAREHOUSE ROBERTSGANJ","3191659","PIPRI ROAD, ROBERTSGANJ","Sonbhadra","UTTAR PRADESH","5000","08-Mar-2021","07-Mar-2026","7311171287","Active",""
"Central Warehousing Corporation","CW JAHANGIRABAD-I","4490035","Bahipur Doraha, Jahangiranbad","Bulandshahr","UTTAR PRADESH","10000","10-Oct-2023","09-Apr-2028","7311171277","Active",""
"Central Warehousing Corporation","CW CHIRGAON","6830889","KRISHI UTPADAN MANDI, CHIRGAON","Jhansi","UTTAR PRADESH","16660","02-Jan-2024","01-Jan-2029","9198965109","Active",""
"Central Warehousing Corporation","CW Chandausi-I","4530024","Central Warehouse, Chandausi","Moradabad","UTTAR PRADESH","16140","31-Oct-2023","30-Apr-2028","9457475423","Active",""
"Central Warehousing Corporation","CENTRAL WAREHOUSE MUZAFFARNAGAR BD","4051646","BAMANHERI BASE DEPOT, PO RAMPUR","Muzaffarnagar","UTTAR PRADESH","121600","30-Mar-2021","29-Mar-2026","7311171284","Active",""
"Central Warehousing Corporation","CW MUZAFFARNAGAR-I","6787683","CENTRAL WAREHOUSE, KUKRA ROAD","Muzaffarnagar","UTTAR PRADESH","33344","30-Sep-2023","29-Mar-2028","8475855783","Active",""
"Central Warehousing Corporation","CENTRAL WAREHOUSE MAUNATH BHANJAN","3231640","UPSIDC COMPLEX, TAJOPUR MAUNATH","Mau","UTTAR PRADESH","14980","08-Mar-2021","07-Mar-2026","7311171282","Active",""
"Central Warehousing Corporation","CW SHAMLI","6807572","NEW MANDI, BHOSWAL ROAD","Muzaffarnagar","UTTAR PRADESH","5386","29-Nov-2023","28-Nov-2028","7072281844","Active",""
"Central Warehousing Corporation","CENTRAL WAREHOUSE DADRI","2971668","GT ROAD DADRI, DADRI","Gautam Buddha Nagar","UTTAR PRADESH","19000","02-Mar-2021","01-Mar-2026","7311171268","Active",""
